번호,가게명,가게주소,가게시작시간,가게종료시간,가게전화번호,메인이미지URL,서브이미지1URL,서브이미지2URL,서브이미지3URL
361,커피는미스김,서울 강북구 한천로144길 23-23 (우)01053,12:00,24:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2C9B77C09CD943089E977887817D0EF5,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FED40EE2DC60E4A729CA8562B2089F680,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDF6CAE4714B04603B930B0849614B6A7,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBD95EA84FA6A4B78A67C8180B9E786FA
362,선다방,서울 강북구 도봉로45길 7 1층 (우)01171,"",08:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6E2D44097AC94BF9B0D93085DA478C5E,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA5MjZfMTE3%2FMDAxNzI3MzQ0MTc1MDkz.TP5bTBEloYR0cte67-rnD-7u88o3O9Q_9ITMzUyybscg.FSVV6oQoAVWapacJ-hAsm4bsG6Q2h7WPt8HAukodHfYg.JPEG%2FSE-78d3d4f8-29da-4e3e-8caa-1742b6ca513d.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA5MjZfNjgg%2FMDAxNzI3MzQ0MTc3OTMx.khH27yXSBnnyjP_n746amLH0ox-1tCmWqRXgNi172c8g.UrdP10Wl5MbE8NJGVJ3Jszw8bJBVS6iQkIp6OZp4yYwg.JPEG%2FSE-fc54939c-197e-457f-a373-71093771d3d2.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA5MjZfMjIw%2FMDAxNzI3MzQ0MTc2NTEw.mhZgUvk3oco--WLSjySyOIa1jvYRSsIQqaridneF-Wgg.GoYmfxxIou0CFIQHxjPevaToRw61gnIj23-D2bl6c-Ug.JPEG%2FSE-e41aeae8-87ac-42eb-a4d5-5defb5d1906f.jpg%3Ftype%3Dw773
363,커피바실리아,서울 강북구 삼양로 541 (우)01009,"","","",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb79d2c4b941dd07330f3c6347abc03608f1a3c97%3Foriginal,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F2f017b4e843970ed0d34c40d35af80309d2ffbd1%3Foriginal,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
364,까페프렌차이즈,서울 강북구 노해로8길 22 경남아너스빌 1층 116호 (우)01073,08:00,22:00,02-900-6106,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F4D31BB26CB7441F1A29621158E78ADAC,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2FXNvKN%2FbtriujatO2k%2Fv4HprP0fejRz4HX1nnEP1K%2Fimg.jpg,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2FPDhO3%2FbtrisLrZcQV%2FKtokTZ3SMx5zyc8EqsphyK%2Fimg.jpg,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2Fc5EyQL%2FbtriujByXqZ%2FS8znCrzgLKhHPPRJks6t6K%2Fimg.jpg
365,메가MGC커피 광산사거리점,서울 강북구 노해로 87 (우)01048,"","","",file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
366,카페 우코,서울 강북구 도봉로50길 12 1층 (우)01157,08:00,21:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB5AE60601F9943278C54DF6B462F8324,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8383DCC637C24A41B0D725255CB3D8E7,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F12A853F3DAA74D4FA024EBABFC688BD8,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F7F6774496F9C4BE487B3523131F9E9C3
367,아이빅3커피&케이스 수유점,서울 강북구 한천로 1148 1층 (우)01046,09:30,23:30,010-5518-7492,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3C8A86D530D745158D3FDFD92555D1BB,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC7FD88A5DB1E430C8E1F4E0FBD50A975,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCBEFB002D364583BBD17A62194908D9,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F270E5706D1D64122BF3589E359856F0F
368,29커피,서울 강북구 오현로 29 1층 (우)01166,"",07:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE5841183C19C47D6A67874F7BC564D76,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F00fbfbf91b1750cc8f8c54b6b1a38469ab1e1d93%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fe162f3ede0514ecd43de5b777e3385b8696a51cb%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ffc2e3d7fe0411db4aeb86f756e23ac673421012d%3Foriginal
369,건카페,서울 강북구 월계로21길 6 1층 (우)01236,08:00,22:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd8434857d41646d5ecc27d6bccfca2aedfc679ba%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd8434857d41646d5ecc27d6bccfca2aedfc679ba%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F47e6f72b84b0716120f59b3a435aa132d9e65def%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fe1fa1512e412a040f7407b859c431685703525a3%3Foriginal
370,카페루이,서울 강북구 한천로124길 3 1층 (우)01059,"",08:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA7C836AC631C4AB4B43BE607288F9093,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FD1C8CFD804D549ED8D3542923EAB17E2,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjAyMDlfMTc1%2FMDAxNjQ0NDAzOTUwODYz.k_fwiTbQNtI_kxArvaBUn2q_ns9bFguzGmd1ORFA98kg.rn7PQHvaAiOfryaVIfIpQxvZgzeYLEIYIpnen06QxCYg.JPEG.dbtlsdo96%2FIMG_5058.JPG%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fstorep-phinf.pstatic.net%2Fogq_5bc1104d7eaee%2Foriginal_6.png%3Ftype%3Dp100_100
371,다미베베,서울 강북구 솔매로50길 48 1층 (우)01158,"",08:00,010-6637-2175,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F6e11a54d2b5ef553193aee6c9baf55fbb474e8c8%3Foriginal
372,카페프리헷 미아점,서울 강북구 삼양로19길 102 상가 3층 302호 (우)01196,00:00,24:00,"",//img1.kakaocdn.net/cthumb/local/C640x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F54AC3114369649FC9FA505E1A4202846,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
373,타임커피호프,서울 강북구 도봉로 371 (우)01054,"","",02-990-9931,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
374,카페오전,서울 강북구 삼양로 372-1 1층 (우)01082,"",10:00,02-6080-0507,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F7BC224BC17174BDE97A7331E81BEE740,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F2E7B9E3EE6C2488688AB0D59E7A6BABC
375,퐁치커피익스프레스 수유점,서울 강북구 한천로124가길 29 대원파크빌 A동 1층 104호 (우)01059,00:00,24:00,070-8888-3540,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F9C44300A21EF453083F0FA77FB4A354B,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAC5BE2CE795B4624A3854043E81988FB,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F520DB14E052D4418AE84F850346807BC,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBBCB61E9FE514A76A92B69F44DDB0441
376,징검다리북까페,서울 강북구 삼각산로 155 (우)01043,08:30,22:30,070-4252-1318,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
377,더카페샵,서울 강북구 삼양로24길 22 (우)01202,"","","",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzEyMjhfNjkg%2FMDAxNzAzNzI3OTcwMjAw.2PzZTyiPD4z_pqZu7tblw4yIOOm_ct38wQLEVmS06ysg.fnYzcYw_SP0e7dKKMWlLPAhXug_09XjhwfBa_mKeY7Qg.JPEG.gktvkt13%2FIMG_4806.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzEyMjhfMTg2%2FMDAxNzAzNzMzMzI5Nzg1.lSv7FnMACEt4kWgfi8vgqkVYBzfn2AcR2WgwlTwbtW0g.cHcqGx_RP_XPiRtZNydjQhwgwh6a8zuCCy5t75B8sHkg.JPEG.gktvkt13%2FSE-48A31090-C05A-42A4-804E-2B4735DA0AF9.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzEyMjhfOTgg%2FMDAxNzAzNzI3OTY5OTY0.I8QmzAwjKPVyLoUr6C1CcdsUTXb5_u0fJoBCaPkeF2Eg.K1pUhPErKyMs67sUK2yiUhpOWOEanPnu9oGoT1D6KTAg.JPEG.gktvkt13%2FIMG_4802.jpg%3Ftype%3Dw386,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzEyMjhfMjkx%2FMDAxNzAzNzI3OTcwMDE0.nUjfFfmwV1dtAdHUEzLHsmWghr5-hs2_TCeRxytrme4g.66IX6rqr7OwslGlIA_X2yLnK1TH-KUfEKbSUyEUaCKsg.JPEG.gktvkt13%2FIMG_4798.jpg%3Ftype%3Dw386
378,금화다방,서울 강북구 한천로 1098 2층 (우)01048,"","","",file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
379,에이티커피랩,서울 강북구 덕릉로 202 (우)01136,10:00,19:30,010-7746-4810,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzA1MjBfMjc5%2FMDAxNjg0NTU3MTA1Nzgx.4QOpv65FrtR5V75zXL-4a-5xtZRti5jirp6aCcIQJ4Yg.x3HXmFB2nwj292mQQvuo36xyk6xhyrox2EXp2h_hf-Qg.JPEG.lovekyong88%2F1684557027000.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzA1MjBfOTgg%2FMDAxNjg0NTU3MTA1Njcx.HbfQPUW-qjHKx-krqp1ArwivGe_lPMckzh2pqgzdIhMg.r5GesHq7x4Qf96X3Notwvq57D3CFolSETVt_tXSIBEog.JPEG.lovekyong88%2F1684557026692.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzA1MjBfNzQg%2FMDAxNjg0NTU3MDk4Mjc1.ljxsWg8NPDPWDETHrHXkWqUlwpeIKQGZF7DeAeldKZ4g.diqXfujck-zMmC2IfEnUYftxPOO4q0OclzckPyDvceYg.JPEG.lovekyong88%2F1684557026378.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDAyMjhfMjEg%2FMDAxNzA5MDg0MDAxNjI0.yUbTEJryM82iAaX6-UXJ4UfGL7NuYekNBxxtpKHX618g._0grNpTDCSfAji44hdvJdpVS2MX5HJ1ukxEbC9ybMJQg.JPEG%2FIMG_8617.jpg%3Ftype%3Dw773
380,에스페레커피,서울 강북구 삼양로74길 77 1층 (우)01117,12:00,21:00,070-7717-6313,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2470493E53D4A19D17,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2759453E53D4A19E34,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F31cdfbb5cbcf0eef52bb230b3d2df0e7a9adadd1%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Ft1.daumcdn.net%2Flocal%2Freview_placeapp%2Fbtqqc3RTdT1_vUFaxdq9TvflZ5j1UXo821_img.jpg
381,요거트아이스크림의정석 수유점,서울 강북구 노해로 13 (우)01080,12:00,24:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAFE51A78AEF04F56997180308A54607C,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4EF496C6EDDA43089C8F6E568A66A919,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCCB2EA0E7A414BAD84600493B33934B8,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAF8DD3159BD44296B56C879773ED772C
382,쉬즈베이글 덕대점,서울 강북구 삼양로 526 1층 (우)01044,08:30,14:00,070-4833-5827,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F15D9296A3191493A90FBDC569121D11C,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F947f521d3e63b446bf8fd57186d8ee180c33524f%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD4D8E41537D74689AE3CFC0BB7BF3A27,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF220583E64704FF493887103400BC0FE
383,커피이십 센치 강북수유점,서울 강북구 4.19로12길 75 1층 (우)01012,09:30,21:30,0507-1304-1606,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F364CCFA6412B4818963ABDC5C135D4A0,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FE5DF8C63219142A2B49AA1BA7EEAE2F8,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA7BDA56E5C894C2BAE1DC938563EF7AE
384,청맥다방,서울 강북구 삼양로 302 (우)01116,"","",02-985-0142,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
385,이브릭,서울 강북구 4.19로12길 8 (우)01012,10:00,22:00,02-996-2358,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE028F3D25F7A40D092ED2CC2E1E93682,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Ft1.daumcdn.net%2Flocal%2Freview_placeapp%2FbtqmPSftSxW_PQEasg1OsHnkOKzfr6NAwk_img.jpg,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Ft1.daumcdn.net%2Flocal%2Freview_placeapp%2FbtqmPROpMzf_kKZtncwcNxijEwEqBkJdL1_img.jpg,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzA5MjBfMjE4%2FMDAxNjk1MjIwMjUxNjc1.ZUSUQPFPtwasXAoOEtGA0VosyDV6DGelAcaoXynyddYg.MsBBcWidNeVjZeoJX_Ci_FIopAF0vBuDvvbcNqmJuqAg.JPEG.l0l7l3l5l%2FSE-F676D500-0BF8-4A17-8769-1D59A1C727E5.jpg%3Ftype%3Dw966
386,화이트 커피앤펍,서울 강북구 인수봉로 166 (우)01093,"","",02-997-1999,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
387,공간빛,서울 강북구 삼양로93길 11-26 위너빌 1층 (우)01087,"","",010-7241-8058,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC300764824484D4080AA282DB69BF140,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA2MTRfMjU2%2FMDAxNzE4MzczODg4NTAx.1WrOniis7bfqEEGEuJ0xgufV1df6E1HZ5hQFQjJT0bQg.qBhS1anx8Ju48eF5ebRf-dVhyspWOr247ljz1-FXbpwg.JPEG%2F20240611_124400.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA2MTRfNzUg%2FMDAxNzE4MzcyNTQxMjIw.jsggXKDylduoZ5nBy3jnugnXLjFTndNHuRRxVtL0RXgg.Jm-hkcQFIYY7vU50FCHKLTai-PdblkjGivimOB_am8Ag.PNG%2F%25EB%25B8%2594%25EB%25A1%259C%25EA%25B7%25B8_%25EB%25A7%259B%25EC%25A7%2591_%25EC%258D%25B8%25EB%2584%25A4%25EC%259D%25BC.png%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA2MDRfMjU4%2FMDAxNzE3NDk4MzQ3MzY2.Zpq1gaJ27M__BWvUopdHycysLVGuoCMzEG19IgXaDR8g.uNKvJh1prAsbx1n3gnOYhi2oSZGfNYEGQDUrrAuRn0Yg.JPEG%2F20240603%25EF%25BC%25BF131103.jpg%3Ftype%3Dw580
388,수유다방호프,서울 강북구 도봉로 259 (우)01117,"","",02-945-5326,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
389,러빙요거트아이스크림,서울 강북구 삼양로 114 (우)01209,10:00,23:00,0503-7258-7439,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7F06AB10CA82496D9AE9B34959A19982,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F325BB87AE91E46B5AB087864FA9DAC04,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBF4D75EDEF804EEE9E1562DB1F637C47,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAAFC22F1071342DF8F96D15DAFA78267
390,인더레드박스,서울 강북구 도봉로 351 (우)01074,"","",070-7758-3231,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fdb2588d7e3b513eafff11e63880c43604e0f6f04%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA0MjBfMjc4%2FMDAxNzEzNTQxNTQyMDcw.p3G95CyiR7pezIk6UHQEfN3nRReOvv3MJFNJlTF32qcg.HMfWTzlGrU2gD3rbjLhARyI3gXkyuA_gVDaDdb4-Ztog.JPEG%2FIMG_6824.JPG%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA0MjBfMjAy%2FMDAxNzEzNTQxNTQyMTgw.oRN7pxr_B9SY0Wtl5vF_35dQ1WQlOsgfrIPHkfFx0ZUg.jkNCHOZIhMmb-5vAb4qCo2HEEBXyHAYC6_M53DZeqCQg.JPEG%2FIMG_6807.JPG%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA0MjBfMjM2%2FMDAxNzEzNTQxNTA5MTA3.KTVeTAh-lAnjnWYYGFRTdj4GUFgPEaZPmEhLWm3w9Qwg._clS5z_MIyBwd0awBQk24bYtckHOCmyXvwboS2Yk8Ukg.JPEG%2FIMG_6814.JPG%3Ftype%3Dw773
391,양지커피숍,서울 강북구 한천로 1086 (우)01053,"","",02-993-1524,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzA1MTJfMjQw%2FMDAxNjgzODY4NzA2MjI4.z6Q3ukwhIyuj9-oSABEmrE384qoEieeRYRfqhJCxmeog.iChaFSTIs24GO7NY658qEEZtemlMdXNrHGD3BKCslSgg.JPEG.simscut62%2FKakaoTalk_20190902_170601867_08_(1,//img1.kakaocdn.net/cthumb/local/C320x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzA1MTJfMjA2%2FMDAxNjgzODY4NzA2MTg5.aWZibbHGHZ1Zv2oB_v8HLEIlveqZU-LFq_h8YHlx0GIg.6G9nHVYTtaY4L71aZwgxltx1bRqxg-GUq8KNUcweNA0g.JPEG.simscut62%2FKakaoTalk_20190902_161226627_02_2.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzA1MTJfMjk4%2FMDAxNjgzODY4NzA2MjMw.B9BqIG4eQNQQua-PPj6Wn0QgdDRFPGPNUR5zWSGnfR0g.x2b8HGeXHbJSVW-vaWvGmGuule-jWqZByiRCx84eBrEg.JPEG.simscut62%2FKakaoTalk_20190902_161226627.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzA1MTJfMjU4%2FMDAxNjgzODY4NzA2MTgx.Jx5uf_ZYX7MN0QxWE2kx1m0TgQ9gX0tKLPW2hvvKu9cg.j2dDmnGBajCg_bPnBzOjKeGgtObJ-SslquAy5pTZmq4g.JPEG.simscut62%2FKakaoTalk_20190902_161226627_01_2.jpg%3Ftype%3Dw966
